Instance,Year of Record,Age,Size of City,Wears Glasses,Body Height [cm]
40541,1988.0,18.0,85044,1,151
40542,2009.0,15.0,60653,1,167
40543,1990.0,50.0,28977,0,179
40545,1982.0,46.0,204957,1,178
40546,1998.0,65.0,1087301,0,175
40547,1982.0,76.0,1137585,0,174
40548,2003.0,45.0,2820407,0,193
40549,2009.0,58.0,1815538,0,185
40550,1990.0,56.0,69795,0,197
40551,2009.0,16.0,1677357,1,215
40552,1993.0,57.0,1057177,0,136
40553,2005.0,62.0,2044470,1,199
40554,1980.0,25.0,2388748,0,168
40555,1987.0,73.0,1429609,1,163
40556,1982.0,29.0,314410,0,192
40557,1994.0,43.0,91761,0,155
40558,2007.0,36.0,43532,0,173
40560,2004.0,18.0,3088474,1,168
40561,1989.0,37.0,83048,1,182
40562,2001.0,50.0,1205589,0,161
40563,2012.0,26.0,64237,1,168
40565,1995.0,29.0,50672,0,152
40567,1999.0,16.0,413373,1,191
40569,2007.0,38.0,35001,0,189
40570,2003.0,15.0,363539,0,198
40571,1985.0,17.0,753459,1,148
40572,2015.0,33.0,2010774,0,204
40574,1985.0,55.0,1310895,0,136
40575,1981.0,16.0,737231,0,172
40576,1982.0,54.0,462292,0,170
40577,1980.0,20.0,1659066,0,167
40578,1993.0,57.0,864893,1,168
40579,1988.0,35.0,818320,0,183
40580,1997.0,47.0,21970,1,160
40581,1983.0,22.0,733619,1,124
40582,1982.0,77.0,495676,1,170
40583,2010.0,50.0,613345,1,166
40584,2003.0,32.0,1474817,0,140
40585,2017.0,43.0,362178,0,155
40586,2018.0,51.0,56027,1,158
40587,2009.0,36.0,28107,1,161
40588,2015.0,30.0,470051,1,151
40590,1984.0,20.0,191249,0,147
40592,2012.0,43.0,985450,1,204
40593,2019.0,20.0,1244865,1,210
40597,1984.0,34.0,880122,1,188
40599,1982.0,74.0,79318,0,199
40600,1983.0,51.0,1667980,0,166
40601,1994.0,52.0,234701,0,180
40602,2018.0,35.0,1460834,0,200
40604,1986.0,17.0,1186572,1,184
40605,2006.0,22.0,36580,0,152
40606,2003.0,86.0,969788,1,179
40607,2001.0,51.0,38426,0,155
40608,1985.0,43.0,36127,1,185
40609,2008.0,25.0,1474384,0,187
40611,1995.0,31.0,711594,1,182
40612,1998.0,47.0,15883,0,163
40613,1989.0,62.0,77377,1,185
40614,1989.0,30.0,449818,0,150
40615,1999.0,30.0,135714,0,171
40616,1990.0,17.0,48183,0,188
40617,2013.0,33.0,16250,0,207
40618,2014.0,17.0,97483,0,223
40619,1989.0,33.0,1216283,0,177
40620,1985.0,42.0,20991,0,163
40621,2009.0,31.0,95433,1,207
40622,1989.0,50.0,5090,0,154
40623,1987.0,21.0,72929,0,167
40624,2007.0,25.0,1048502,1,180
40625,2009.0,58.0,83548,1,161
40626,2001.0,20.0,1276089,1,160
40628,2002.0,55.0,4702,0,199
40630,1984.0,22.0,67620,1,170
40631,2015.0,60.0,44271,0,177
40633,1992.0,34.0,518242,0,135
40635,2001.0,27.0,49919,1,149
40636,2008.0,44.0,656199,1,153
40638,1988.0,43.0,67776,1,207
40639,2006.0,22.0,447102,0,166
40640,2016.0,19.0,31370,0,178
40641,1982.0,71.0,942476,1,180
40642,2003.0,29.0,63965,1,189
40644,2008.0,26.0,6939,0,174
40645,1992.0,84.0,1095696,1,202
40646,2017.0,18.0,766610,0,197
40647,2005.0,58.0,140994,1,177
40648,2016.0,34.0,1364090,1,205
40649,1982.0,45.0,50874,0,174
40650,2011.0,27.0,1100979,1,177
40652,2013.0,20.0,2448779,0,193
40653,1981.0,18.0,192337,1,152
40654,2019.0,58.0,255823,1,168
40655,2002.0,42.0,1502090,0,170
40656,1999.0,48.0,128025,0,164
40659,2002.0,15.0,915538,0,194
40661,2011.0,36.0,752717,0,193
40663,1989.0,20.0,4602,1,159
40664,1989.0,45.0,67043,1,183
40665,2019.0,43.0,1905932,0,168
40666,2002.0,61.0,345965,1,192
40667,1992.0,53.0,50809,0,174
40668,1982.0,56.0,94542,0,196
40669,2005.0,39.0,699277,1,151
40670,2016.0,17.0,362192,0,169
40671,1983.0,43.0,1285404,1,182
40672,1983.0,36.0,508050,1,163
40673,1980.0,33.0,70856,1,148
40674,2008.0,33.0,1978423,1,189
40675,1990.0,61.0,81152,0,199
40676,1999.0,18.0,889,0,135
40677,2019.0,51.0,603879,1,205
40678,1985.0,26.0,2277136,1,178
40679,1997.0,17.0,89657,1,202
40680,1994.0,63.0,1189982,1,127
40681,2005.0,26.0,1282356,0,166
40682,1990.0,32.0,257543,1,159
40685,2003.0,32.0,92475,1,149
40686,1988.0,76.0,88508,1,172
40687,2010.0,30.0,10202,0,139
40688,1982.0,29.0,86513,1,185
40689,1989.0,33.0,71750,0,156
40690,1990.0,49.0,646271,0,156
40692,2004.0,69.0,1743840,1,170
40693,1996.0,29.0,2531283,0,189
40694,1989.0,18.0,1867321,0,171
40695,2013.0,34.0,1548958,1,187
40696,2001.0,50.0,525564,0,161
40697,2016.0,31.0,84651,0,152
40699,2009.0,50.0,1760503,0,235
40700,2019.0,28.0,972644,0,191
40701,2009.0,55.0,76374,0,189
40702,1992.0,89.0,32429,0,215
40703,1988.0,65.0,186761,0,180
40704,2002.0,42.0,2090406,0,159
40705,1981.0,27.0,1046060,1,150
40706,2002.0,56.0,82083,1,195
40707,1981.0,59.0,1411881,1,201
40708,2006.0,32.0,85676,1,197
40709,1992.0,17.0,63771,0,204
40711,1990.0,61.0,2267208,0,167
40713,2008.0,25.0,75585,1,182
40714,1998.0,17.0,93211,0,154
40715,2017.0,37.0,697700,1,202
40717,2004.0,18.0,1736075,1,185
40719,2018.0,41.0,38281,1,200
40720,1983.0,32.0,1060185,1,201
40721,1995.0,27.0,32901,1,209
40722,2010.0,35.0,396383,1,188
40723,1998.0,54.0,71178,1,180
40724,1990.0,58.0,1527379,1,183
40725,1988.0,42.0,1112765,1,147
40726,2004.0,60.0,86958,1,165
40727,2019.0,43.0,470781,1,198
40728,1995.0,62.0,557776,1,166
40730,1984.0,27.0,54398,0,169
40731,2002.0,35.0,807340,0,162
40732,2018.0,34.0,1150062,1,130
40733,1995.0,21.0,5855,0,187
40734,1997.0,18.0,323069,1,196
40736,1987.0,41.0,1367433,0,213
40737,1986.0,62.0,307929,1,207
40738,1990.0,38.0,926272,0,194
40740,2000.0,50.0,18327,1,175
40741,2006.0,71.0,213897,1,125
40742,1982.0,16.0,79543,1,204
40743,2017.0,26.0,940992,1,151
40745,1991.0,36.0,542712,1,140
40746,1983.0,32.0,571474,0,179
40749,1993.0,25.0,1064611,1,188
40750,2013.0,33.0,209075,1,173
40752,2017.0,20.0,366042,1,168
40754,2009.0,69.0,538781,0,157
40756,1995.0,16.0,7535,0,150
40757,1987.0,14.0,45758,1,196
40759,1991.0,24.0,585197,1,200
40761,1982.0,54.0,226394,1,174
40763,2007.0,36.0,379282,0,186
40764,2019.0,35.0,988399,0,204
40765,2004.0,46.0,762502,1,157
40766,1984.0,31.0,75899,1,173
40767,2004.0,20.0,50484,1,164
40768,1996.0,29.0,125594,0,193
40769,1984.0,26.0,921,1,191
40770,1992.0,27.0,97824,1,159
40771,2018.0,52.0,63240,1,184
40772,1997.0,37.0,897152,1,202
40773,1980.0,46.0,11669,0,193
40775,2009.0,24.0,1132774,0,123
40776,1994.0,24.0,26951,1,186
40778,1994.0,36.0,1513912,1,155
40779,1981.0,22.0,552215,1,191
40781,2000.0,45.0,519318,1,174
40784,2000.0,30.0,94059,0,159
40786,2015.0,25.0,613397,0,159
40787,1989.0,32.0,38070,0,200
40788,1999.0,31.0,1093294,1,178
40789,2002.0,22.0,1355676,0,172
40790,1991.0,38.0,67539,0,160
40791,2011.0,60.0,69525,1,185
40792,2018.0,61.0,759942,0,182
40793,2004.0,36.0,1534098,1,190
40794,2000.0,40.0,1285995,1,180
40795,2019.0,19.0,496930,0,183
40797,2007.0,16.0,19984,0,189
40800,2005.0,18.0,1201592,0,161
40801,2008.0,34.0,2389829,1,167
40802,1991.0,40.0,749054,0,166
40803,2011.0,41.0,1594959,1,157
40805,1997.0,64.0,23481,0,169
40806,1985.0,52.0,1359277,0,193
40808,1992.0,56.0,5161,0,168
40809,2011.0,27.0,769185,0,177
40810,1991.0,19.0,20322,0,169
40811,2019.0,34.0,876399,1,222
40812,1995.0,44.0,31556,0,203
40813,1983.0,26.0,444403,0,150
40814,1998.0,19.0,16249,1,204
40815,2004.0,35.0,475422,1,146
40816,2000.0,18.0,1927851,0,191
40817,1991.0,51.0,807808,1,210
40819,1994.0,37.0,1034959,0,156
40820,2008.0,40.0,372516,0,160
40821,2013.0,33.0,1095132,1,172
40822,2010.0,22.0,1309548,0,193
40823,1992.0,48.0,99549,0,196
40824,1985.0,33.0,1326510,1,174
40826,2006.0,28.0,499573,1,173
40827,1982.0,83.0,1338057,0,197
40830,2007.0,34.0,661760,0,204
40831,2009.0,29.0,1393406,1,177
40832,1991.0,86.0,340684,0,189
40833,1987.0,15.0,822030,1,154
40834,1992.0,28.0,63222,1,191
40836,1992.0,28.0,1136982,0,173
40837,1988.0,42.0,1574022,1,213
40838,2008.0,24.0,75582,1,203
40839,1988.0,35.0,963985,0,201
40841,1984.0,71.0,3853,1,195
40842,1997.0,33.0,151399,0,180
40843,2011.0,48.0,807306,0,179
40844,2007.0,61.0,76839,1,144
40845,2019.0,37.0,586419,0,204
40846,2009.0,48.0,1235742,0,169
40848,1988.0,27.0,703614,1,181
40849,1991.0,32.0,2093548,1,160
40850,1981.0,72.0,1313217,1,203
40851,1988.0,69.0,805075,1,161
40852,2000.0,14.0,472746,1,173
40853,2015.0,67.0,23628,1,159
40854,2001.0,43.0,532549,1,167
40855,2012.0,34.0,1621657,0,125
40856,1996.0,31.0,16665,0,220
40857,1990.0,25.0,1818240,1,184
40858,1994.0,21.0,291760,1,204
40859,2016.0,29.0,24523,1,164
40861,1989.0,27.0,8217,1,163
40863,1989.0,27.0,1222954,1,176
40864,1997.0,32.0,1550,0,201
40865,2010.0,35.0,55083,0,152
40866,2019.0,23.0,1600968,0,137
40867,2014.0,50.0,1592859,1,168
40868,1997.0,39.0,1612115,1,170
40870,2012.0,18.0,1167148,1,197
40871,2015.0,30.0,60515,0,162
40873,1996.0,24.0,627247,0,149
40874,2014.0,14.0,2307823,1,191
40875,1982.0,25.0,27614,0,176
40877,2014.0,30.0,1561444,1,243
40878,2004.0,27.0,1442930,0,190
40879,2013.0,21.0,64411,1,164
40880,2003.0,51.0,42251574,0,154
40881,2004.0,42.0,15399,1,198
40882,1993.0,66.0,1316781,1,197
40883,2007.0,47.0,1007013,0,159
40884,1984.0,30.0,1630964,0,199
40885,1998.0,21.0,336108,1,178
40886,1999.0,38.0,50320,1,171
40887,1982.0,61.0,324550,0,161
40888,2002.0,26.0,23653,1,177
40889,1993.0,46.0,340410,1,176
40890,1988.0,20.0,68131,1,144
40891,1992.0,55.0,18520,0,175
40893,1998.0,17.0,73905,0,161
40895,2005.0,67.0,1781662,1,173
40896,2011.0,42.0,2551078,1,176
40897,2019.0,29.0,735878,1,162
40898,1988.0,36.0,95697,0,182
40899,2016.0,28.0,17283,0,182
40900,2019.0,31.0,346612,0,200
40901,1985.0,33.0,51709,1,181
40902,2015.0,34.0,191884,1,178
40903,2012.0,59.0,1458707,1,173
40906,1994.0,31.0,1497928,1,192
40907,2007.0,28.0,988036,1,186
40908,2016.0,21.0,1546185,0,180
40909,2016.0,17.0,1261545,0,163
40910,1995.0,49.0,367510,0,145
40911,1984.0,33.0,1366236,0,168
40912,2003.0,58.0,453911,0,186
40914,2010.0,28.0,344718,0,172
40916,2009.0,59.0,246251,1,140
40917,1981.0,34.0,2953581,1,194
40918,2013.0,52.0,60648,0,168
40920,2010.0,63.0,2656077,1,206
40921,2003.0,16.0,13328,1,189
40922,1994.0,40.0,1176077,1,198
40923,2016.0,55.0,56174,1,226
40924,1981.0,85.0,29593,0,134
40926,2007.0,29.0,876627,0,157
40928,1986.0,38.0,630121,0,194
40929,2010.0,38.0,1191916,0,169
40931,1993.0,21.0,87320,0,179
40932,1989.0,50.0,308077,1,157
40933,2007.0,28.0,1533377,1,141
40934,1995.0,43.0,163483,0,191
40935,2003.0,33.0,2918593,0,181
40936,1993.0,29.0,1649638,0,196
40937,2003.0,27.0,1330460,0,162
40938,2001.0,23.0,501063,0,154
40939,1989.0,42.0,48699,1,207
40940,2010.0,15.0,1621774,0,198
40941,1998.0,45.0,928344,1,178
40942,2016.0,38.0,288480,0,179
40944,1984.0,64.0,1276977,0,188
40948,2003.0,54.0,123623,0,166
40949,1992.0,67.0,2681349,0,162
40950,1984.0,41.0,1491639,1,161
40951,2012.0,35.0,936804,1,155
40952,2013.0,26.0,772382,0,154
40953,1983.0,43.0,262386,0,160
40954,1983.0,18.0,101759,1,164
40955,2005.0,39.0,16608,0,159
40956,2008.0,63.0,24040,1,176
40957,2016.0,40.0,244960,0,181
40959,2000.0,35.0,1916387,1,180
40960,1993.0,28.0,2072958,1,218
40961,2003.0,39.0,23642,1,163
40962,1992.0,60.0,968742,0,150
40963,2017.0,63.0,325076,0,174
40964,1983.0,34.0,177586,0,191
40965,1993.0,37.0,325924,1,159
40966,1997.0,19.0,1305761,0,171
40967,1980.0,35.0,947974,0,167
40968,2001.0,20.0,774154,0,166
40969,2017.0,24.0,977887,1,196
40971,1981.0,24.0,236864,0,133
40972,1999.0,21.0,630202,0,182
40973,2004.0,32.0,876874,0,166
40974,1999.0,20.0,1848188,0,171
40975,2014.0,31.0,40744,0,146
40976,1999.0,18.0,1185169,0,158
40977,2011.0,17.0,77546,0,168
40978,2005.0,23.0,63339,0,178
40981,1984.0,48.0,70753,1,121
40982,1990.0,36.0,1503054,0,205
40983,1985.0,22.0,1142220,1,173
40984,2005.0,46.0,1039856,0,187
40985,1996.0,43.0,39492,0,149
40987,2008.0,14.0,557,0,191
40989,2017.0,65.0,19477,0,158
40990,1999.0,76.0,1877573,0,150
40991,1998.0,77.0,640908,0,171
40992,2006.0,49.0,776073,0,207
40993,2006.0,26.0,45415,0,167
40994,1997.0,50.0,94075,1,184
40995,1998.0,60.0,728689,0,159
40996,2000.0,19.0,634821,1,173
40997,2000.0,16.0,60058,0,209
40998,2008.0,36.0,618087,1,141
40999,1985.0,55.0,1063533,0,198
41000,1985.0,63.0,3269721,0,174
41001,2002.0,37.0,738234,0,192
41002,1980.0,38.0,921624,1,189
41004,1982.0,24.0,85527,0,179
41005,1998.0,16.0,1026095,0,190
41006,1982.0,24.0,1805610,1,195
41007,1989.0,16.0,367531,0,196
41008,1980.0,31.0,3042148,1,210
41009,2017.0,36.0,720382,1,169
41011,1992.0,26.0,85839,0,180
41012,2015.0,43.0,1802846,0,165
41014,2007.0,71.0,1843437,1,194
41015,2019.0,25.0,1644238,0,171
41016,2017.0,46.0,574776,1,186
41017,2016.0,46.0,438004,0,207
41018,1997.0,41.0,12290584,1,156
41019,1996.0,31.0,822151,1,150
41020,2000.0,49.0,839994,1,158
41021,1985.0,31.0,53135,0,177
41022,1999.0,21.0,104083,0,179
41023,1995.0,24.0,937807,0,179
41024,2011.0,69.0,53242,1,152
41025,2008.0,62.0,1793,0,206
41026,1997.0,65.0,241057,1,172
41027,1987.0,29.0,1189808,1,204
41030,1984.0,50.0,595084,0,173
41031,2008.0,22.0,9329,1,150
41032,2014.0,53.0,550160,0,178
41033,1992.0,40.0,93141,1,147
41034,1981.0,36.0,1052186,1,122
41035,2008.0,35.0,570741,0,176
41036,1992.0,35.0,92075,1,179
41037,1994.0,23.0,1975111,1,176
41038,2015.0,34.0,81366,1,165
41039,1980.0,72.0,1388658,0,184
41040,2012.0,39.0,1475018,1,168
41043,2010.0,50.0,95630,0,195
41044,2001.0,47.0,858332,0,191
41045,2000.0,50.0,7454,1,179
41046,1986.0,62.0,2777769,1,183
41047,1993.0,46.0,3751,1,159
41048,1993.0,53.0,700529,1,183
41049,1982.0,50.0,185209,0,156
41050,1984.0,85.0,1354,0,136
41051,1989.0,74.0,1911565,1,192
41052,1990.0,42.0,777230,1,173
41053,1982.0,46.0,64427,0,162
41056,2003.0,27.0,34185,1,171
41057,1999.0,39.0,243478,0,164
41058,1983.0,28.0,99863,0,147
41059,2011.0,16.0,25639,0,161
41060,1999.0,21.0,152037,1,164
41062,1997.0,52.0,81062,1,166
41063,1999.0,91.0,60149,0,179
41064,2004.0,51.0,85445,1,194
41065,1992.0,17.0,76242,0,180
41066,1992.0,25.0,759912,1,174
41067,1997.0,23.0,520511,1,172
41068,1982.0,45.0,45946,1,208
41069,2013.0,17.0,1140693,0,174
41070,2014.0,41.0,598909,1,158
41071,1992.0,15.0,44343,1,149
41072,2013.0,24.0,772792,1,173
41074,2018.0,32.0,59809,0,178
41075,1988.0,26.0,581171,0,184
41077,1982.0,19.0,60311,0,183
41078,2001.0,15.0,1859325,1,187
41079,1995.0,48.0,217108,0,198
41080,2003.0,33.0,29767,1,158
41081,2011.0,30.0,9254,1,181
41082,1980.0,20.0,655893,1,172
41083,2006.0,41.0,722765,0,194
41084,2017.0,34.0,795683,1,140
41085,2009.0,26.0,771250,1,231
41086,2012.0,18.0,2242553,0,188
41087,1998.0,59.0,1126283,0,208
41088,2007.0,24.0,118854,0,148
41089,2017.0,19.0,1097829,0,188
41091,1994.0,49.0,2111096,0,202
41092,1992.0,26.0,289667,1,181
41093,1981.0,72.0,2079800,0,206
41094,1985.0,73.0,56403,0,174
41095,2011.0,29.0,2083338,0,192
41097,2019.0,23.0,562954,1,151
41098,2019.0,18.0,843649,0,151
41099,2003.0,39.0,1097766,1,135
41100,1988.0,51.0,28206446,1,164
41101,2011.0,46.0,1258905,0,181
41102,1998.0,46.0,957584,1,157
41103,1996.0,49.0,72427,1,155
41104,2000.0,55.0,47895,1,169
41105,2002.0,37.0,21580,0,212
41106,1985.0,63.0,55139,1,149
41107,1993.0,68.0,154779,1,176
41110,2002.0,30.0,1264919,0,188
41111,2015.0,22.0,1628464,1,186
41112,1998.0,59.0,11264,1,167
41115,1984.0,42.0,3620953,1,205
41116,2008.0,69.0,818660,0,139
41117,1980.0,46.0,695143,1,174
41118,1988.0,55.0,4882,1,177
41119,2010.0,80.0,97212,1,208
41121,2017.0,20.0,27523,1,186
41122,1996.0,19.0,41732,1,180
41123,2009.0,14.0,254508,1,157
41124,2011.0,52.0,838405,1,187
41125,1986.0,63.0,67713,0,162
41126,2015.0,28.0,38980,0,141
41127,1980.0,19.0,48416,1,154
41128,2008.0,26.0,616506,0,178
41129,1988.0,20.0,73183,1,166
41130,1989.0,45.0,285811,1,210
41131,1985.0,16.0,2521877,1,151
41132,1988.0,42.0,59563,1,184
41134,2016.0,24.0,61089,0,164
41135,2006.0,63.0,418,0,145
41136,1985.0,32.0,97983,1,206
41137,1990.0,29.0,62794,0,150
41138,1998.0,30.0,939054,0,174
41139,2017.0,26.0,1958292,1,154
41140,2002.0,51.0,2098968,0,179
41141,1991.0,27.0,180467,0,138
41143,2002.0,53.0,1718441,1,184
41145,2007.0,20.0,1637043,0,156
41146,1980.0,21.0,62898,0,151
41147,2007.0,83.0,1584599,1,166
41148,1995.0,42.0,380950,0,153
41149,1999.0,19.0,1027229,1,176
41151,1998.0,36.0,84191,0,161
41152,2002.0,33.0,1150528,1,151
41153,2016.0,33.0,93603,0,161
41154,2002.0,41.0,153009,1,190
41155,1984.0,49.0,438598,1,205
41159,2002.0,60.0,45397,1,184
41160,1997.0,47.0,55117,0,126
41161,1983.0,26.0,85589,1,175
41162,2005.0,36.0,107496,0,201
41163,2013.0,18.0,790254,1,226
41164,2008.0,31.0,86752,1,195
41165,1993.0,57.0,67784,0,159
41170,2002.0,36.0,1569902,1,195
41171,1999.0,41.0,363518,0,156
41172,2016.0,28.0,24051,0,204
41173,1999.0,47.0,1904512,0,154
41174,1982.0,57.0,39335,1,175
41175,2005.0,47.0,7718,0,150
41176,2009.0,31.0,496566,0,161
41178,2008.0,22.0,2449453,0,126
41180,1980.0,23.0,1087418,0,141
41181,1989.0,41.0,87115,0,140
41183,2007.0,25.0,958135,1,202
41184,2005.0,53.0,5026,1,208
41185,2010.0,17.0,3679,1,153
41186,1993.0,23.0,72957,1,196
41187,1987.0,25.0,1434415,0,219
41188,2014.0,36.0,1847052,1,171
41189,2011.0,68.0,20751,0,138
41191,1995.0,57.0,26061,0,190
41192,2018.0,51.0,73827,0,154
41193,1999.0,19.0,83334,1,179
41194,1993.0,59.0,1597053,1,151
41195,1998.0,60.0,2624022,0,213
41196,1989.0,39.0,48805,1,180
41197,1982.0,45.0,65042,1,152
41198,1991.0,33.0,3078250,0,185
41199,1997.0,42.0,15178,0,225
41201,2010.0,17.0,1329403,1,197
41202,2003.0,71.0,58248,0,181
41203,1990.0,47.0,801563,1,177
41204,2012.0,45.0,572207,0,151
41205,2008.0,80.0,13715,1,149
41206,2008.0,15.0,50053,0,153
41207,2006.0,21.0,76357,0,161
41208,2012.0,25.0,991158,0,189
41209,2008.0,31.0,1350077,1,197
41211,1980.0,55.0,593993,1,184
41212,1989.0,59.0,18237,1,173
41213,1990.0,29.0,565954,0,171
41215,2003.0,54.0,572068,0,157
41216,1987.0,53.0,2737557,0,169
41217,1995.0,42.0,453247,0,175
41219,2003.0,35.0,1498628,0,145
41221,1980.0,71.0,84457,0,155
41222,1987.0,29.0,47809,1,165
41223,1987.0,30.0,4629,1,156
41224,2016.0,36.0,43000,1,192
41226,1998.0,37.0,1486336,0,164
41227,1981.0,56.0,1377086,0,149
41228,1992.0,66.0,527791,1,163
41230,2004.0,19.0,831846,1,165
41231,2012.0,56.0,1866174,0,199
41232,2008.0,50.0,992117,0,199
41233,2006.0,80.0,1574041,0,157
41234,2007.0,62.0,460453,0,137
41238,2004.0,27.0,64339,0,177
41239,2016.0,30.0,893548,1,174
41242,2015.0,44.0,1578824,0,160
41244,1993.0,30.0,45529,0,181
41246,1983.0,30.0,1225884,0,190
41247,2018.0,48.0,1396859,1,205
41248,1985.0,52.0,528849,1,179
41250,1996.0,77.0,715870,0,211
41251,1999.0,77.0,377315,1,172
41252,1982.0,28.0,62659,1,170
41253,1999.0,68.0,1411225,1,151
41254,2015.0,22.0,94981,1,208
41255,2013.0,41.0,90115,0,160
41256,1984.0,16.0,618470,0,192
41257,2013.0,29.0,611471,0,160
41259,2005.0,21.0,94511,1,181
41260,2005.0,23.0,609635,0,162
41261,1992.0,51.0,33326,1,150
41262,2013.0,15.0,2491181,0,155
41264,2011.0,42.0,860452,0,199
41265,1991.0,35.0,1827041,0,156
41267,2018.0,23.0,83388,0,225
41269,1996.0,36.0,99418,0,157
41271,1991.0,22.0,2197575,0,179
41272,2000.0,19.0,101077,1,190
41273,1987.0,16.0,83767,1,161
41274,1990.0,42.0,849361,1,186
41275,1988.0,16.0,85973,0,184
41276,2013.0,40.0,2763642,1,166
41278,2010.0,36.0,54841,0,180
41279,2016.0,41.0,82939,1,185
41280,2001.0,40.0,828693,0,169
41281,2012.0,42.0,23805,0,206
41282,2004.0,16.0,2284745,0,159
41283,2008.0,21.0,70535,1,162
41285,2014.0,17.0,415164,1,185
41286,2005.0,30.0,104172,1,108
41289,1987.0,45.0,54430,1,198
41290,1983.0,47.0,2570272,1,186
41291,2017.0,30.0,58772,1,153
41292,2010.0,49.0,325867,0,173
41293,1992.0,35.0,55363,1,154
41294,2015.0,31.0,1928665,0,186
41295,1983.0,35.0,902834,1,176
41296,1987.0,28.0,42263,1,158
41297,2019.0,61.0,1679786,0,208
41298,1983.0,21.0,58157,0,179
41299,1984.0,30.0,27000,0,204
41301,2015.0,68.0,91273,0,195
41302,1992.0,38.0,4278,0,195
41304,2002.0,55.0,2727102,1,199
41306,1995.0,44.0,1476579,1,190
41307,1991.0,55.0,402890,1,189
41308,2001.0,32.0,895496,0,173
41309,1988.0,21.0,217035,0,188
41310,2005.0,36.0,121269,0,193
41311,2018.0,27.0,2486931,0,172
41312,1982.0,58.0,184959,1,167
41313,1991.0,61.0,83304,1,157
41314,1983.0,42.0,73711,0,179
41315,2008.0,65.0,714597,0,133
41317,1999.0,27.0,6952,1,167
41318,2000.0,15.0,1197648,0,184
41319,2001.0,49.0,358048,0,175
41321,1980.0,35.0,30751,1,187
41322,2004.0,16.0,268421,1,163
41323,1999.0,34.0,6694,0,151
41324,1999.0,18.0,292276,1,168
41325,2004.0,28.0,364110,1,152
41326,2001.0,44.0,2099007,1,148
41328,1986.0,55.0,97666,0,191
41329,2001.0,30.0,90564,0,164
41330,2017.0,39.0,909379,1,175
41331,1994.0,44.0,236947,1,213
41332,2010.0,18.0,1441755,0,207
41333,1989.0,28.0,1447744,1,207
41335,2003.0,25.0,80201,1,157
41336,1997.0,31.0,11674,0,189
41337,1996.0,27.0,1006577,1,151
41338,2015.0,44.0,71000,1,150
41340,1981.0,17.0,764486,0,169
41341,2008.0,55.0,484138,0,145
41342,1985.0,24.0,94493,0,149
41343,2012.0,28.0,554579,1,207
41344,2005.0,36.0,527904,1,189
41345,1996.0,45.0,98004,0,173
41346,2014.0,25.0,564202,0,159
41347,2007.0,39.0,94476,0,167
41349,1981.0,54.0,29002,0,209
41350,1982.0,23.0,1209476,1,170
41351,1986.0,19.0,739361,1,186
41352,1986.0,33.0,72745,1,178
41353,1993.0,15.0,18437,0,157
41354,1983.0,29.0,33940,0,167
41355,2007.0,33.0,335028,1,189
41356,2016.0,26.0,39452,0,202
41357,1998.0,22.0,1272784,1,181
41359,1992.0,24.0,623732,0,167
41360,1993.0,16.0,1590323,1,207
41361,1991.0,36.0,1875529,0,174
41362,2008.0,43.0,77924,1,175
41363,2012.0,14.0,41895,0,140
41364,2002.0,39.0,12595,0,177
41365,2013.0,33.0,305958,0,208
41366,2013.0,77.0,84910,1,172
41367,1989.0,43.0,28300,1,196
41368,1984.0,51.0,462457,1,174
41369,1983.0,31.0,54631,0,162
41370,2005.0,45.0,335082,0,154
41371,2010.0,19.0,102115,1,204
41372,2008.0,45.0,193214,0,167
41373,2017.0,25.0,312005,0,172
41374,1981.0,23.0,588002,0,150
41375,2012.0,51.0,560950,0,155
41379,1988.0,15.0,892830,0,165
41380,1995.0,41.0,2157512,1,218
41381,2000.0,36.0,747009,1,175
41382,1982.0,58.0,69480,1,180
41384,1992.0,26.0,1310504,1,182
41385,1981.0,29.0,1312297,1,164
41386,2005.0,40.0,44603949,1,180
41387,1988.0,57.0,73752,0,154
41388,1992.0,17.0,202816,0,156
41389,2006.0,34.0,1325689,1,210
41390,1980.0,41.0,1278828,0,185
41391,1998.0,46.0,91525,1,152
41392,2018.0,21.0,67101,0,148
41393,1991.0,29.0,1048918,0,201
41394,1987.0,24.0,1272336,1,177
41395,2016.0,80.0,1597296,0,171
41396,1986.0,44.0,2638786,1,178
41397,2009.0,48.0,1357904,0,146
41398,2006.0,15.0,1125497,1,213
41399,2007.0,15.0,1076998,0,192
41400,2008.0,67.0,930630,0,192
41401,2018.0,35.0,527417,0,198
41403,2011.0,53.0,499400,0,206
41404,2016.0,15.0,634784,0,203
41405,2012.0,16.0,88573,0,157
41408,2002.0,30.0,32901,1,135
41409,1982.0,52.0,85673,0,153
41410,2016.0,37.0,1674896,0,208
41411,2018.0,21.0,44516,0,163
41412,1993.0,17.0,83746,1,192
41413,1999.0,60.0,643993,0,165
41414,2003.0,21.0,392626,1,179
41415,2016.0,18.0,2803975,0,156
41417,1983.0,30.0,80356,1,185
41418,2009.0,60.0,14501699,0,205
41419,1983.0,36.0,607158,1,156
41420,1983.0,26.0,85727,1,208
41421,2018.0,27.0,82289,1,199
41422,2009.0,26.0,53171,0,159
41424,2019.0,74.0,1329659,0,164
41425,2006.0,33.0,96073,0,155
41427,2000.0,14.0,755503,0,154
41428,1980.0,57.0,46372,1,149
41429,1980.0,27.0,2891220,0,164
41430,2017.0,57.0,223350,1,203
